id,datetime,created_at,text,file,twitter_handle,name
976876107151626241,2018-03-22 17:39:48,22-03-2018 17:39:48,"“O Novo foi montado sem um salvador da pátria. A nossa missão é devolver o poder ao cidadão, que nos últimos anos perdeu a capacidade de empreender e gerar riqueza. Queremos acabar com os privilégios que deixaram a população estagnada”
https://t.co/FzwK8qWvDH",../data/bases-completas/joaoamoedonovo.csv,joaoamoedonovo,João Amoedo
976834582900301831,2018-03-22 14:54:47,22-03-2018 14:54:47,"Anúncio do lançamento da minha pré-candidatura em Maceió, 28/03. O evento será aberto e pretende debater a renovação da política, a necessidade de modernizar o Estado, acabar com os privilégios e colocar o cidadão como protagonista dessa mudança.

https://t.co/FVJ7HbtwOw",../data/bases-completas/joaoamoedonovo.csv,joaoamoedonovo,João Amoedo
976823130063859713,2018-03-22 14:09:17,22-03-2018 14:09:17,"“Os 4 partidos que mais receberão dinheiro do Governo para as eleições são os principais envolvidos na Lava-Jato. É como se estivéssemos premiando a corrupção”
Hoje participei do ""Money Talks"" do @MoneyReportBR. Em breve estará disponível! https://t.co/LEkeIXa5DU",../data/bases-completas/joaoamoedonovo.csv,joaoamoedonovo,João Amoedo
976563261230473216,2018-03-21 20:56:39,21-03-2018 20:56:39,Capa do Jornal @folhape hoje! #OndaLaranja #VamosRenovarTudo https://t.co/na3hgFtlPu,../data/bases-completas/joaoamoedonovo.csv,joaoamoedonovo,João Amoedo
976558342717009920,2018-03-21 20:37:07,21-03-2018 20:37:07,"""Para o pré-candidato do NOVO à Presidência, o ex-presidente Lula (PT) deve ser preso, o Brasil precisa de privatizações, reforma da previdência e de mais incentivo ao empreendedorismo"". Veja a entrevista completa em: https://t.co/vLNQEvaPvs via @jc_pe",../data/bases-completas/joaoamoedonovo.csv,joaoamoedonovo,João Amoedo
976529117683310592,2018-03-21 18:40:59,21-03-2018 18:40:59,"Espero que quinta-feira os ministros do STF tomem uma decisão à altura de uma suprema corte. Ninguém aguenta mais tanta impunidade. Ninguém está acima da lei. Especialmente os políticos, que deveriam dar o exemplo, e não envergonhar a população brasileira.",../data/bases-completas/joaoamoedonovo.csv,joaoamoedonovo,João Amoedo
976501008565141504,2018-03-21 16:49:17,21-03-2018 16:49:17,"""Nós (brasileiros) não precisamos de mordomias para servir à pátria. Precisamos de eficiência e simplicidade. Precisamos do fim dos privilégios, seja ele para quem for"" -Jorge Petribú, ontem no evento do @partidonovo30.
Confira a cobertura completa do evento na reportagem abaixo! https://t.co/g2K9vK7gA3",../data/bases-completas/joaoamoedonovo.csv,joaoamoedonovo,João Amoedo
976494956608196609,2018-03-21 16:25:14,21-03-2018 16:25:14,"Acabei de pousar em SP. Agradeço ao apoio e à participação dos mais de 500 pernambucanos que foram ontem no evento e gostaria de dar boas-vindas aos novos filiados. 
O NOVO está crescendo muito. Vamos, juntos,levar essa onda laranja por todo país e trabalhar por um Brasil melhor! https://t.co/9Q7piqX4sF",../data/bases-completas/joaoamoedonovo.csv,joaoamoedonovo,João Amoedo
976487084981673985,2018-03-21 15:53:57,21-03-2018 15:53:57,"Nós temos os políticos mais caros do mundo. Os políticos devem dar o exemplo, cortando seus próprios privilégios. #FimDosPrivilégios https://t.co/zcyuZ9GkkI",../data/bases-completas/joaoamoedonovo.csv,joaoamoedonovo,João Amoedo
976456612377518080,2018-03-21 13:52:52,21-03-2018 13:52:52,"No evento de ontem, um apoiador explicou o que queremos dizer quando falamos em reduzir o peso do Governo: ""Quando compramos 1kg de arroz, pagamos por 2kg. 1kg vai para a máquina do Governo e o outro fica com a gente. No NOVO, queremos que você pague 2kg e fique com os 2kg"". https://t.co/5VtqmZsXdi",../data/bases-completas/joaoamoedonovo.csv,joaoamoedonovo,João Amoedo
976450551796981760,2018-03-21 13:28:47,21-03-2018 13:28:47,"https://t.co/xXBKKbLhTL

A sociedade não aguenta mais impunidade. O réu condenado em segunda instância deve ser preso, como acontece nos Estados Unidos ou na França. É um desrespeito à população que este assunto seja pautado para evitar a prisão do ex-presidente já condenado.",../data/bases-completas/joaoamoedonovo.csv,joaoamoedonovo,João Amoedo
976273788051640325,2018-03-21 01:46:24,21-03-2018 01:46:24,"""Caro Amoêdo, que a política nunca abale os seus princípios éticos. Receba meu abraço"". Recebi esse presente, que é uma entrevista que dei em 2011, do mais novo filiado de Pernambuco, Jorge Petribu. 
Seja bem-vindo! Muito bom poder contar com você no @partidonovo30. https://t.co/xnvN4LzTtU",../data/bases-completas/joaoamoedonovo.csv,joaoamoedonovo,João Amoedo
